iter	Logloss	Accuracy
882	0.3301005843	0.8353096741
883	0.3300686198	0.8353096741
884	0.3300607402	0.8353096741
885	0.330028363	0.835352329
886	0.3299964155	0.8353949838
887	0.3299791779	0.8353949838
888	0.3299622322	0.8353949838
889	0.3299191548	0.8353949838
890	0.3299004553	0.8353949838
891	0.3298716237	0.8353949838
892	0.3298383166	0.8353949838
893	0.3298043701	0.835352329
894	0.3297844484	0.8353949838
895	0.3297471466	0.8353949838
896	0.3297270539	0.8354376386
897	0.3296899734	0.8353949838
898	0.3296760028	0.8354376386
899	0.3296545385	0.8354802935
900	0.3296297901	0.8355229483
901	0.3295959387	0.8355229483
902	0.3295784086	0.8355229483
903	0.329560108	0.8355656031
904	0.3295310264	0.8355656031
905	0.3295139499	0.8355656031
906	0.3294931871	0.8355656031
907	0.3294615519	0.8355656031
908	0.3294336207	0.8355656031
909	0.3294042313	0.8359068418
910	0.3293747433	0.835864187
911	0.3293534636	0.8358215322
912	0.3293272911	0.8358215322
913	0.3293038962	0.8358215322
914	0.3292769505	0.8359921515
915	0.3292470816	0.8359068418
916	0.3292067408	0.8359068418
917	0.3291835355	0.835864187
918	0.3291703275	0.835864187
919	0.3291507483	0.8359494967
920	0.329133355	0.8359494967
921	0.3291210936	0.8359494967
922	0.3291105449	0.8359494967
923	0.3290830513	0.8359494967
924	0.3290591281	0.8359494967
925	0.329055048	0.8359494967
926	0.3290341479	0.8359068418
927	0.329022621	0.8359068418
928	0.329007297	0.8359068418
929	0.3289826106	0.836120116
930	0.3289459201	0.836120116
931	0.3289160105	0.8360774612
932	0.328912151	0.8360774612
933	0.328872365	0.8359494967
934	0.3288432397	0.8359921515
935	0.3288119688	0.8360774612
936	0.3287883834	0.8361627709
937	0.3287595019	0.8362054257
938	0.3287226846	0.836120116
939	0.3286760319	0.8361627709
940	0.3286502993	0.8362054257
941	0.328626366	0.8362480805
942	0.3285856803	0.8363333902
943	0.3285689774	0.8363333902
944	0.328557786	0.8363333902
945	0.3285419434	0.8363333902
946	0.3285171373	0.8364186999
947	0.3285021557	0.8363333902
948	0.3284802923	0.8364186999
949	0.328446213	0.8365040096
950	0.3284195854	0.8364186999
951	0.3283972838	0.836376045
952	0.3283804448	0.8364613547
953	0.3283698783	0.8364613547
954	0.3283449748	0.8364186999
955	0.3283244155	0.8365466644
956	0.3282866988	0.8364613547
957	0.3282802554	0.8364613547
958	0.3282681324	0.8365040096
959	0.3282368369	0.8365040096
960	0.3282052381	0.8365466644
961	0.3281765752	0.8365466644
962	0.3281579835	0.8365466644
963	0.3281338964	0.8365893192
964	0.3281019173	0.8367172837
965	0.3280518796	0.8367172837
966	0.3280368921	0.8367172837
967	0.3280306207	0.8367172837
968	0.3280030691	0.8367172837
969	0.3279924079	0.8367599386
970	0.327968084	0.8367599386
971	0.327937208	0.8367172837
972	0.3279137046	0.8367172837
973	0.3278915122	0.8367172837
974	0.3278500891	0.8367599386
975	0.3278298059	0.8367599386
976	0.3278058317	0.8368025934
977	0.3277967335	0.8368025934
978	0.3277751256	0.8368025934
979	0.3277484142	0.8368025934
980	0.3277192751	0.8368025934
981	0.3277019645	0.8368025934
982	0.327683503	0.8368025934
983	0.3276699732	0.8368025934
984	0.3276435913	0.8368025934
985	0.3276149081	0.8368452483
986	0.3275863429	0.8369732128
987	0.3275746457	0.8369732128
988	0.327535451	0.8369732128
989	0.3275195476	0.8370158676
990	0.3274930593	0.8370585224
991	0.327476863	0.8370585224
992	0.3274312344	0.8370585224
993	0.3274151615	0.8370585224
994	0.3274040194	0.8370585224
995	0.3273621183	0.8370585224
996	0.3273460874	0.8370585224
997	0.3273082169	0.8370585224
998	0.3272773742	0.8370585224
999	0.3272532231	0.8371011773
